"No.","Delta-time","Time","Source","Destination","Protocol","Length","Info"
"9584","0.000210900","61.449041200","104.20.41.79","192.168.1.2","TCP","1506","[TCP Out-Of-Order] 443  >  58553 [ACK] Seq=2735198 Ack=19140 Win=131072 Len=1452"
"9585","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9586","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9587","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Out-Of-Order] , Ignored Unknown Record"
"9588","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Out-Of-Order] , Ignored Unknown Record"
"9589","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9590","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Out-Of-Order] , Ignored Unknown Record"
"9591","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9592","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Out-Of-Order] , Ignored Unknown Record"
"9593","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","Ignored Unknown Record"
"9594","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"9595","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9596","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9597","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Out-Of-Order] , Ignored Unknown Record"
"9598","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9599","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Out-Of-Order] , Ignored Unknown Record"
"9600","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"9601","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.3","1506","[TCP Out-Of-Order] , Continuation Data"
"9602","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9603","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9604","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","Ignored Unknown Record"
"9605","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9606","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.3","1506","Continuation Data"
"9607","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.3","1506","Continuation Data"
"9608","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9609","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","Ignored Unknown Record"
"9610","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.3","1506","Continuation Data"
"9611","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9612","0.000000000","61.449041200","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9613","0.000089600","61.449130800","192.168.1.2","104.20.41.79","TCP","54","58553  >  443 [ACK] Seq=19140 Ack=2739554 Win=1905920 Len=0"
"9614","0.000039700","61.449170500","192.168.1.2","104.20.41.79","TCP","66","[TCP Dup ACK 9613#1] 58553  >  443 [ACK] Seq=19140 Ack=2739554 Win=1905920 Len=0 SLE=2742458 SRE=2743910"
"9615","0.000031300","61.449201800","192.168.1.2","104.20.41.79","TCP","74","[TCP Dup ACK 9613#2] 58553  >  443 [ACK] Seq=19140 Ack=2739554 Win=1905920 Len=0 SLE=2751170 SRE=2752622 SLE=2742458 SRE=2743910"
"9616","0.000030700","61.449232500","192.168.1.2","104.20.41.79","TCP","74","[TCP Dup ACK 9613#3] 58553  >  443 [ACK] Seq=19140 Ack=2739554 Win=1905920 Len=0 SLE=2742458 SRE=2745362 SLE=2751170 SRE=2752622"
"9617","0.000044100","61.449276600","192.168.1.2","104.20.41.79","TCP","74","58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2742458 SRE=2745362 SLE=2751170 SRE=2752622"
"9618","0.000029800","61.449306400","192.168.1.2","104.20.41.79","TCP","82","[TCP Dup ACK 9617#1] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2759882 SRE=2761334 SLE=2742458 SRE=2745362 SLE=2751170 SRE=2752622"
"9619","0.000032500","61.449338900","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#2] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2748266 SRE=2749718 SLE=2759882 SRE=2761334 SLE=2742458 SRE=2745362 SLE=2751170 SRE=2752622"
"9620","0.000028900","61.449367800","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#3] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2770464 SRE=2771916 SLE=2748266 SRE=2749718 SLE=2759882 SRE=2761334 SLE=2742458 SRE=2745362"
"9621","0.000030500","61.449398300","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#4] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2769012 SRE=2771916 SLE=2748266 SRE=2749718 SLE=2759882 SRE=2761334 SLE=2742458 SRE=2745362"
"9622","0.000033500","61.449431800","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#5] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2769012 SRE=2773368 SLE=2748266 SRE=2749718 SLE=2759882 SRE=2761334 SLE=2742458 SRE=2745362"
"9623","0.000033800","61.449465600","192.168.1.2","104.20.41.79","TCP","66","[TCP Dup ACK 9571#1] 54182  >  443 [ACK] Seq=3807 Ack=146301 Win=261888 Len=0 SLE=150657 SRE=152109"
"9624","0.000034000","61.449499600","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#6] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2814024 SRE=2815476 SLE=2769012 SRE=2773368 SLE=2748266 SRE=2749718 SLE=2759882 SRE=2761334"
"9625","0.000033100","61.449532700","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#7] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2822736 SRE=2824188 SLE=2814024 SRE=2815476 SLE=2769012 SRE=2773368 SLE=2748266 SRE=2749718"
"9626","0.000030200","61.449562900","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#8] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2819832 SRE=2821284 SLE=2822736 SRE=2824188 SLE=2814024 SRE=2815476 SLE=2769012 SRE=2773368"
"9627","0.000026800","61.449589700","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#9] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2831448 SRE=2832900 SLE=2819832 SRE=2821284 SLE=2822736 SRE=2824188 SLE=2814024 SRE=2815476"
"9628","0.000029800","61.449619500","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#10] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2816928 SRE=2818380 SLE=2831448 SRE=2832900 SLE=2819832 SRE=2821284 SLE=2822736 SRE=2824188"
"9629","0.000028900","61.449648400","192.168.1.2","104.20.41.79","TCP","74","[TCP Dup ACK 9571#2] 54182  >  443 [ACK] Seq=3807 Ack=146301 Win=261888 Len=0 SLE=156465 SRE=157917 SLE=150657 SRE=152109"
"9630","0.000024900","61.449673300","192.168.1.2","104.20.41.79","TCP","74","[TCP Dup ACK 9571#3] 54182  >  443 [ACK] Seq=3807 Ack=146301 Win=261888 Len=0 SLE=155013 SRE=157917 SLE=150657 SRE=152109"
"9631","0.000025600","61.449698900","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#11] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2860488 SRE=2861940 SLE=2816928 SRE=2818380 SLE=2831448 SRE=2832900 SLE=2819832 SRE=2821284"
"9632","0.000022800","61.449721700","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#12] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2864844 SRE=2866296 SLE=2860488 SRE=2861940 SLE=2816928 SRE=2818380 SLE=2831448 SRE=2832900"
"9633","0.000023000","61.449744700","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#13] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2864844 SRE=2867748 SLE=2860488 SRE=2861940 SLE=2816928 SRE=2818380 SLE=2831448 SRE=2832900"
"9634","0.000023000","61.449767700","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#14] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2869200 SRE=2870652 SLE=2864844 SRE=2867748 SLE=2860488 SRE=2861940 SLE=2816928 SRE=2818380"
"9635","0.000023400","61.449791100","192.168.1.2","104.20.41.79","TCP","74","[TCP Dup ACK 9571#4] 54182  >  443 [ACK] Seq=3807 Ack=146301 Win=261888 Len=0 SLE=155013 SRE=159369 SLE=150657 SRE=152109"
"9636","0.000023500","61.449814600","192.168.1.2","104.20.41.79","TCP","74","[TCP Dup ACK 9571#5] 54182  >  443 [ACK] Seq=3807 Ack=146301 Win=261888 Len=0 SLE=155013 SRE=160821 SLE=150657 SRE=152109"
"9637","0.000024200","61.449838800","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#15] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2901144 SRE=2902596 SLE=2869200 SRE=2870652 SLE=2864844 SRE=2867748 SLE=2860488 SRE=2861940"
"9638","0.000023300","61.449862100","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#16] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2901144 SRE=2904048 SLE=2869200 SRE=2870652 SLE=2864844 SRE=2867748 SLE=2860488 SRE=2861940"
"9639","0.000023800","61.449885900","192.168.1.2","104.20.41.79","TCP","74","[TCP Dup ACK 9571#6] 54182  >  443 [ACK] Seq=3807 Ack=146301 Win=261888 Len=0 SLE=155013 SRE=162273 SLE=150657 SRE=152109"
"9640","0.000024400","61.449910300","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#17] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2930184 SRE=2931636 SLE=2901144 SRE=2904048 SLE=2869200 SRE=2870652 SLE=2864844 SRE=2867748"
"9641","0.000023200","61.449933500","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#18] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=1904384 Len=0 SLE=2955286 SRE=2956738 SLE=2930184 SRE=2931636 SLE=2901144 SRE=2904048 SLE=2869200 SRE=2870652"
"9642","0.000591200","61.450524700","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#19] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=2955286 SRE=2956738 SLE=2930184 SRE=2931636 SLE=2901144 SRE=2904048 SLE=2869200 SRE=2870652"
"9643","0.000712800","61.451237500","104.20.41.79","192.168.1.2","TCP","1506","[TCP Fast Retransmission] 443  >  58553 [ACK] Seq=2946574 Ack=19140 Win=131072 Len=1452"
"9644","0.000029700","61.451267200","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#20] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=2946574 SRE=2948026 SLE=2955286 SRE=2956738 SLE=2930184 SRE=2931636 SLE=2901144 SRE=2904048"
"9645","0.000291700","61.451558900","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9646","0.000000000","61.451558900","104.20.41.79","192.168.1.2","TLSv1.3","1506","[TCP Previous segment not captured] , Continuation Data"
"9647","0.000000000","61.451558900","104.20.41.79","192.168.1.2","TCP","1506","[TCP Fast Retransmission] 443  >  54182 [ACK] Seq=166629 Ack=3807 Win=139264 Len=1452"
"9648","0.000000000","61.451558900","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9649","0.000000000","61.451558900","104.20.41.79","192.168.1.2","TCP","1506","[TCP Fast Retransmission] 443  >  58553 [ACK] Seq=2991586 Ack=19140 Win=131072 Len=1452"
"9650","0.000000000","61.451558900","104.20.41.79","192.168.1.2","TCP","1506","[TCP Fast Retransmission] 443  >  58553 [ACK] Seq=3000298 Ack=19140 Win=131072 Len=1452"
"9651","0.000000000","61.451558900","104.20.41.79","192.168.1.2","TLSv1.3","1506","Continuation Data"
"9652","0.000000000","61.451558900","104.20.41.79","192.168.1.2","TLSv1.3","1506","Continuation Data"
"9653","0.000000000","61.451558900","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9654","0.000000000","61.451558900","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9655","0.000000000","61.451558900","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9656","0.000000000","61.451558900","104.20.41.79","192.168.1.2","TLSv1.2","1506","Ignored Unknown Record"
"9657","0.000000000","61.451558900","104.20.41.79","192.168.1.2","TCP","1506","[TCP Fast Retransmission] 443  >  58553 [ACK] Seq=3049666 Ack=19140 Win=131072 Len=1452"
"9658","0.000050600","61.451609500","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#21] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=2959642 SRE=2961094 SLE=2946574 SRE=2948026 SLE=2955286 SRE=2956738 SLE=2930184 SRE=2931636"
"9659","0.000036800","61.451646300","192.168.1.2","104.20.41.79","TCP","82","[TCP Dup ACK 9571#7] 54182  >  443 [ACK] Seq=3807 Ack=146301 Win=261888 Len=0 SLE=168081 SRE=169533 SLE=155013 SRE=162273 SLE=150657 SRE=152109"
"9660","0.000023800","61.451670100","192.168.1.2","104.20.41.79","TCP","82","[TCP Dup ACK 9571#8] 54182  >  443 [ACK] Seq=3807 Ack=146301 Win=261888 Len=0 SLE=166629 SRE=169533 SLE=155013 SRE=162273 SLE=150657 SRE=152109"
"9661","0.000021500","61.451691600","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#22] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3009010 SRE=3010462 SLE=2959642 SRE=2961094 SLE=2946574 SRE=2948026 SLE=2955286 SRE=2956738"
"9662","0.000019700","61.451711300","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#23] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=2991586 SRE=2993038 SLE=3009010 SRE=3010462 SLE=2959642 SRE=2961094 SLE=2946574 SRE=2948026"
"9663","0.000019700","61.451731000","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#24] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3000298 SRE=3001750 SLE=2991586 SRE=2993038 SLE=3009010 SRE=3010462 SLE=2959642 SRE=2961094"
"9664","0.000032300","61.451763300","192.168.1.2","104.20.41.79","TCP","82","[TCP Dup ACK 9571#9] 54182  >  443 [ACK] Seq=3807 Ack=146301 Win=261888 Len=0 SLE=166629 SRE=170985 SLE=155013 SRE=162273 SLE=150657 SRE=152109"
"9665","0.000032200","61.451795500","192.168.1.2","104.20.41.79","TCP","82","[TCP Dup ACK 9571#10] 54182  >  443 [ACK] Seq=3807 Ack=146301 Win=261888 Len=0 SLE=166629 SRE=172437 SLE=155013 SRE=162273 SLE=150657 SRE=152109"
"9666","0.000028700","61.451824200","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#25] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3036598 SRE=3038050 SLE=3000298 SRE=3001750 SLE=2991586 SRE=2993038 SLE=3009010 SRE=3010462"
"9667","0.000027900","61.451852100","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#26] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3042406 SRE=3043858 SLE=3036598 SRE=3038050 SLE=3000298 SRE=3001750 SLE=2991586 SRE=2993038"
"9668","0.000028400","61.451880500","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#27] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3051118 SRE=3052570 SLE=3042406 SRE=3043858 SLE=3036598 SRE=3038050 SLE=3000298 SRE=3001750"
"9669","0.000024000","61.451904500","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#28] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3051118 SRE=3054022 SLE=3042406 SRE=3043858 SLE=3036598 SRE=3038050 SLE=3000298 SRE=3001750"
"9670","0.000026800","61.451931300","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#29] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3049666 SRE=3054022 SLE=3042406 SRE=3043858 SLE=3036598 SRE=3038050 SLE=3000298 SRE=3001750"
"9671","0.000369200","61.452300500","104.20.41.79","192.168.1.2","TLSv1.3","1506","Continuation Data"
"9672","0.000000000","61.452300500","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9673","0.000000000","61.452300500","104.20.41.79","192.168.1.2","TCP","1506","[TCP Fast Retransmission] 443  >  58553 [ACK] Seq=3084514 Ack=19140 Win=131072 Len=1452"
"9674","0.000000000","61.452300500","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9675","0.000000000","61.452300500","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9676","0.000000000","61.452300500","104.20.41.79","192.168.1.2","TLSv1.2","1506","Ignored Unknown Record"
"9677","0.000000000","61.452300500","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9678","0.000000000","61.452300500","104.20.41.79","192.168.1.2","TCP","1506","[TCP Previous segment not captured] 443  >  58553 [ACK] Seq=3131396 Ack=19140 Win=131072 Len=1452 [TCP PDU reassembled in 10307]"
"9679","0.000000000","61.452300500","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9680","0.000000000","61.452300500","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9681","0.000000000","61.452300500","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9682","0.000040700","61.452341200","192.168.1.2","104.20.41.79","TCP","82","[TCP Dup ACK 9571#11] 54182  >  443 [ACK] Seq=3807 Ack=146301 Win=261888 Len=0 SLE=166629 SRE=173889 SLE=155013 SRE=162273 SLE=150657 SRE=152109"
"9683","0.000040200","61.452381400","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#30] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3087418 SRE=3088870 SLE=3049666 SRE=3054022 SLE=3042406 SRE=3043858 SLE=3036598 SRE=3038050"
"9684","0.000046800","61.452428200","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#31] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3084514 SRE=3085966 SLE=3087418 SRE=3088870 SLE=3049666 SRE=3054022 SLE=3042406 SRE=3043858"
"9685","0.000033100","61.452461300","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#32] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3093226 SRE=3094678 SLE=3084514 SRE=3085966 SLE=3087418 SRE=3088870 SLE=3049666 SRE=3054022"
"9686","0.000027200","61.452488500","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#33] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3101938 SRE=3103390 SLE=3093226 SRE=3094678 SLE=3084514 SRE=3085966 SLE=3087418 SRE=3088870"
"9687","0.000033400","61.452521900","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#34] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3101938 SRE=3104842 SLE=3093226 SRE=3094678 SLE=3084514 SRE=3085966 SLE=3087418 SRE=3088870"
"9688","0.000034900","61.452556800","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#35] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3128492 SRE=3129944 SLE=3101938 SRE=3104842 SLE=3093226 SRE=3094678 SLE=3084514 SRE=3085966"
"9689","0.000048800","61.452605600","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#36] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3131396 SRE=3132848 SLE=3128492 SRE=3129944 SLE=3101938 SRE=3104842 SLE=3093226 SRE=3094678"
"9690","0.000040200","61.452645800","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#37] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3137204 SRE=3138656 SLE=3131396 SRE=3132848 SLE=3128492 SRE=3129944 SLE=3101938 SRE=3104842"
"9691","0.000032500","61.452678300","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#38] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3173504 SRE=3174956 SLE=3137204 SRE=3138656 SLE=3131396 SRE=3132848 SLE=3128492 SRE=3129944"
"9692","0.000023700","61.452702000","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#39] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3177860 SRE=3179312 SLE=3173504 SRE=3174956 SLE=3137204 SRE=3138656 SLE=3131396 SRE=3132848"
"9693","0.014970600","61.467672600","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9694","0.000000000","61.467672600","104.20.41.79","192.168.1.2","TCP","1506","[TCP Fast Retransmission] 443  >  58553 [ACK] Seq=3172052 Ack=19140 Win=131072 Len=1452"
"9695","0.000000000","61.467672600","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9696","0.000000000","61.467672600","104.20.41.79","192.168.1.2","TCP","1506","[TCP Fast Retransmission] 443  >  58553 [ACK] Seq=3219968 Ack=19140 Win=131072 Len=1452"
"9697","0.000000000","61.467672600","104.20.41.79","192.168.1.2","TCP","1506","[TCP Fast Retransmission] 443  >  58553 [ACK] Seq=3225776 Ack=19140 Win=131072 Len=1452"
"9698","0.000000000","61.467672600","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9699","0.000000000","61.467672600","104.20.41.79","192.168.1.2","TLSv1.2","1506","Ignored Unknown Record"
"9700","0.000000000","61.467672600","104.20.41.79","192.168.1.2","TCP","1506","[TCP Fast Retransmission] 443  >  58553 [ACK] Seq=3224324 Ack=19140 Win=131072 Len=1452"
"9701","0.000000000","61.467672600","104.20.41.79","192.168.1.2","TLSv1.2","1506","[TCP Previous segment not captured] , Ignored Unknown Record"
"9702","0.000077900","61.467750500","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#40] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3183668 SRE=3185120 SLE=3177860 SRE=3179312 SLE=3173504 SRE=3174956 SLE=3137204 SRE=3138656"
"9703","0.000060900","61.467811400","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#41] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3172052 SRE=3174956 SLE=3183668 SRE=3185120 SLE=3177860 SRE=3179312 SLE=3137204 SRE=3138656"
"9704","0.000020500","61.467831900","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#42] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3227228 SRE=3228680 SLE=3172052 SRE=3174956 SLE=3183668 SRE=3185120 SLE=3177860 SRE=3179312"
"9705","0.000017800","61.467849700","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#43] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3219968 SRE=3221420 SLE=3227228 SRE=3228680 SLE=3172052 SRE=3174956 SLE=3183668 SRE=3185120"
"9706","0.000017000","61.467866700","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#44] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3225776 SRE=3228680 SLE=3219968 SRE=3221420 SLE=3172052 SRE=3174956 SLE=3183668 SRE=3185120"
"9707","0.000015400","61.467882100","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#45] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3230132 SRE=3231584 SLE=3225776 SRE=3228680 SLE=3219968 SRE=3221420 SLE=3172052 SRE=3174956"
"9708","0.000016500","61.467898600","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#46] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3230132 SRE=3233036 SLE=3225776 SRE=3228680 SLE=3219968 SRE=3221420 SLE=3172052 SRE=3174956"
"9709","0.000014700","61.467913300","192.168.1.2","104.20.41.79","TCP","90","[TCP Dup ACK 9617#47] 58553  >  443 [ACK] Seq=19140 Ack=2741006 Win=2096896 Len=0 SLE=3224324 SRE=3228680 SLE=3230132 SRE=3233036 SLE=3219968 SRE=3221420 SLE=3172052 SRE=3174956"
